0.13942,0.5266,-0.1922,0.31204,0.0042471,-0.094571,0.38973,-0.61178,-0.28014,-0.31846,-0.95085,-1.0972,-0.88972,-0.90453,-0.73758,-0.43502,0.57284,-0.35441,0.52952,0.079618,-0.14336,-0.84355,-1.5833,-0.061387,-0.3812,0.6693,-0.49864,-0.9052,-0.21496,-0.44876,0.43643,1.0764,-0.63438,0.85558,0.80432,0.18014,-0.7843,-1.0466,-0.086819,0.4829,0.011603,0.33777,-0.54616,-0.60028,1.0536,-0.048186,-0.44085,0.93691,0.76738,-0.57591,-0.47158,-0.14402,-0.672,-0.6862,-0.21295,0.1276,0.64246,0.3256,-0.52761,-0.82743,0.082936,0.90665,0.45424,-0.61799,0.12871,-0.8032,-0.37877,-0.85835,0.42655,-0.59685,0.28623,-1.2996,-0.34091,1.7295,-0.36884,0.59524,0.10091,-0.59283,0.42997,-0.45944,1.2888,0.78441,-0.043315,0.50408,0.0013805,-1.046,-0.62475,0.21438,0.14814,0.13167,-0.1778,-0.59497,0.4586,-0.042872,0.24644,-0.055216,1.3274,0.69719,1.1822,0.49204
0.69262,0.85758,0.79961,-0.7269,-0.099199,-0.64304,0.6127,-0.13756,0.55391,0.09185,0.61374,-1.0418,0.47937,0.5007,0.65621,0.28249,-1.2652,-0.10343,0.80205,0.94281,0.74276,0.24723,-0.032348,-1.0085,0.027776,0.11839,-0.4261,-0.641,-0.87643,1.1749,-0.7314,0.67678,1.1317,-1.6138,0.35806,0.65021,0.36021,1.4918,0.66068,-0.16802,0.0059562,0.84365,-0.30997,0.14725,-0.60958,-0.069244,0.025912,-1.6428,0.85627,-0.68108,-0.17782,-0.62461,0.5765,0.57426,0.079552,1.5282,-0.80816,-0.40412,0.89548,0.22598,-0.39992,-0.15942,0.33598,-0.13846,0.96354,0.38154,0.64805,0.61883,0.80932,0.92268,-0.43941,0.75405,-0.3357,-0.77973,0.93708,-1.1395,-1.7405,-0.40104,0.088048,0.32551,-0.19309,0.67961,0.76208,-0.35617,-0.26229,-0.84446,0.55856,0.27042,-0.37909,-0.48234,-0.1107,-0.14082,-1.0865,0.13859,0.81951,0.81009,0.18778,-0.5097,-0.056018,-0.55036
-0.58986,-0.47428,0.16243,-0.1231,0.43392,0.73956,-0.25562,0.2282,-0.97714,-0.0090791,-0.73218,-0.38296,0.038912,-0.38901,0.58591,0.080319,-1.2261,-0.49088,-0.25261,0.60328,0.3969,0.818,-0.97892,-0.68211,-0.60368,0.97377,-1.4526,-0.83776,-0.57406,-0.16099,0.51805,0.34895,-0.44602,-0.21677,1.1274,0.31436,-0.52099,0.69532,0.4713,0.41798,-0.10461,0.90202,-0.15089,-1.035,0.48258,0.71205,-0.61234,0.094551,0.29891,0.75058,0.43852,0.14504,0.028696,0.5058,0.32386,0.6525,-1.1239,1.3161,-0.25858,0.31271,0.35049,-0.44846,0.81386,-0.66667,1.2765,0.64777,-0.59126,0.86748,-0.30262,-1.0804,0.87926,-0.92206,-0.23737,1.1139,-0.47431,0.096425,-0.74454,-0.94664,-0.51467,0.4053,-0.31535,0.60077,0.38409,-0.43115,-0.81612,-0.27436,0.94813,0.080907,0.35934,0.54161,0.11079,0.78438,-0.95632,-0.58692,0.17409,0.78365,-0.9101,0.21361,-0.224,-0.20021
-0.60087,-0.56662,-0.1552,0.49792,0.34199,0.79209,-1.0921,-0.45507,0.59533,-1.0421,0.23336,0.56094,-0.30321,-0.045926,0.7063,0.8422,-1.1218,-0.74696,1.2692,-0.85077,-0.18254,-1.2195,-0.86227,0.70648,-1.155,-0.84841,-0.68256,0.14223,0.41944,-0.63949,0.13209,0.36501,1.5007,0.29369,-0.47527,1.0326,0.56829,-0.64405,0.036464,0.66692,0.76203,-0.096195,0.34584,-0.11373,0.36216,-1.4116,-0.3935,0.7861,-0.55023,0.49584,0.92723,-0.32677,-0.74502,0.10763,-0.090584,0.31134,0.69055,-0.42332,0.043041,0.77023,0.28387,0.67061,-0.2224,-0.18694,-1.3682,0.66173,-1.0605,0.92567,0.28671,-0.17672,-0.44197,-0.45249,0.86667,0.64108,-0.67878,-0.90748,0.39577,1.035,0.058922,-0.18688,-0.43478,0.60651,0.65829,0.24456,-0.40991,0.74228,0.28418,-0.2698,0.79695,0.15788,0.51985,-0.40819,0.18148,-0.097269,1.2056,0.39146,-1.1016,1.112,0.28496,0.17553
1.395,0.19847,-1.0468,-0.24251,-0.78019,-0.67514,-0.75854,0.11828,-1.3782,-0.32324,1.0951,0.28284,-0.20444,0.86633,0.075264,-0.065303,-1.3711,-0.89083,-0.58276,-0.50303,-0.1753,-0.40113,-0.19711,-0.57215,-0.19436,-0.93678,-0.33291,0.71793,-0.5472,-0.77684,0.7631,0.73129,0.85752,0.35022,0.46824,0.30222,-0.63276,-0.040385,0.052916,0.97508,-0.05373,0.10014,0.20593,-0.52072,-0.18239,0.30465,-0.88819,-0.43236,1.1949,0.2697,0.69106,1.0003,-0.85234,0.074882,0.22118,-0.040974,0.20798,-0.67134,0.019204,0.49172,-0.10021,-0.80572,0.065127,0.8764,-1.2552,0.28743,-0.14774,-0.42793,0.0013498,-0.43925,-0.067263,-0.38159,-0.35188,1.0163,-0.49832,0.35892,-0.38202,1.1814,0.17952,0.067258,-0.12576,-0.41287,0.50193,0.70916,1.1248,0.58862,0.74331,-0.60455,-0.28251,-0.9915,-1.0378,0.632,-0.38452,0.14048,-0.45683,1.2842,-1.3057,1.1254,0.38338,-0.23999
-1.1547,1.1161,0.65479,-0.1204,-0.61589,-0.74575,-0.45812,-0.64231,-0.10458,0.6297,-1.0709,-0.68155,0.075331,0.30231,0.7188,-0.021224,0.82451,0.47342,0.92072,0.62634,0.022308,-1.1153,-0.76944,0.14789,1.4484,0.018751,0.51793,-0.64573,0.25351,0.79407,-0.14277,0.61775,-0.40157,1.3159,0.65183,-0.31965,-0.92443,0.78609,-0.27678,0.98809,0.51914,0.16618,0.43121,-0.89735,0.14001,1.0571,0.13968,1.1733,0.61258,0.27702,0.23515,-1.1261,0.4174,-1.3211,0.28036,-0.80905,-1.0863,-0.89537,-0.44672,0.80572,0.67536,0.12963,0.13343,-0.10583,-0.67641,-0.62763,0.36363,-0.5027,0.59695,0.64315,0.13617,-0.18422,0.52792,0.86539,0.73,0.024579,-0.073895,-0.2831,-0.26526,-0.11327,0.63454,-0.40216,-0.59932,0.42542,-0.22109,-0.27665,-0.14737,-0.70078,-1.1403,-0.19508,-0.82631,-0.17247,0.77026,0.34084,0.73206,-0.76571,0.2651,0.46043,0.15103,-0.72195
1.176,0.025778,1.277,-0.087504,0.97872,0.072715,0.65959,1.0424,-0.28749,0.6152,0.25156,0.29054,0.37022,1.1681,0.39145,-0.99193,0.016897,0.45276,0.56205,0.82246,0.73527,-0.018894,0.30624,0.60418,-0.22273,-0.071758,-0.1336,0.52907,0.33303,0.43523,0.36066,0.8463,1.0624,-0.47497,-1.7147,0.209,1.4343,0.40501,-0.26333,0.63633,0.38932,-0.15631,0.040847,0.82475,0.39694,0.47263,0.1279,-0.042235,0.14691,-0.4264,0.60719,0.12524,-0.79141,-0.87594,-0.85674,1.0683,-0.0039975,0.23445,0.73795,-0.70976,-0.57341,-0.40967,-0.91376,-0.36402,-0.20457,0.73599,-0.025918,0.070801,0.31179,0.59469,-1.1703,0.084571,-1.5747,-0.045536,-0.83773,-0.42197,-0.40841,-0.36123,0.62018,-0.74041,-0.11233,-0.17067,0.10252,0.33075,-0.48061,0.86688,0.22613,-0.23543,-0.74166,-1.1536,-0.28442,0.52618,0.78475,0.30366,-0.089003,0.23597,0.22593,0.3424,1.2495,0.20136
0.69196,0.32668,-0.77006,0.7728,-0.46509,0.52359,-0.85145,0.7241,1.1052,-0.51357,-0.35205,-0.23419,0.76242,-0.62189,0.40296,0.36022,0.21276,0.53221,0.7255,0.89003,-0.45317,0.06548,0.55172,0.58131,-0.84848,-0.18971,-0.039487,-0.57404,-0.98202,-0.51605,0.14164,-1.3355,0.35433,0.73146,0.33675,-0.23432,0.29892,-0.24136,-0.48625,-0.82265,0.8283,-0.34716,0.37406,-0.99161,0.7833,-0.21547,-0.11276,0.73228,-0.011625,-0.89766,-0.52513,0.087009,-0.35678,0.293,0.021569,0.51592,0.53892,0.41267,-0.72918,-0.66434,0.76539,-0.72416,-0.11507,-0.23113,-0.92176,0.48011,0.66173,-0.046564,-0.6181,-0.81784,-0.53739,-0.6371,0.86442,-0.47585,0.57184,-0.043567,0.44058,-0.064523,-0.72546,0.005876,-0.04656,0.26935,0.25539,0.71932,0.76783,0.25522,-1.0148,-0.919,1.0201,0.40372,-0.79403,-0.056242,-0.078503,0.71438,0.40203,0.46837,-0.40453,-0.18309,0.39659,0.39154
0.87175,0.72089,-0.79193,0.13872,-0.39114,0.04905,0.34892,0.072674,-0.093673,0.031517,-0.35829,-0.89282,-0.45165,0.023833,0.03539,0.42033,0.68891,-1.2964,-0.88613,0.21655,-1.58,-0.44783,0.2484,0.47554,0.41273,0.31535,0.48466,0.21114,-0.23375,-0.73134,0.47904,0.0032695,-0.84846,0.78988,-0.027561,-0.8343,-0.88182,-0.66279,-0.32211,-0.03762,0.083761,-1.1549,-0.5112,0.60042,-0.48309,0.55357,0.57418,-0.80916,-0.97267,-0.62996,-0.035547,0.60118,1.0836,-0.82025,0.77005,0.0017775,0.52958,-0.091908,-0.53408,-1.0308,-1.1501,-0.049918,-0.22336,0.13449,1.7208,0.29028,1.1372,0.77669,-1.2822,0.087601,0.24978,0.67523,0.4686,-1.3924,-0.15251,-0.015543,1.0079,-0.51836,0.14524,-0.2683,0.17945,-0.28684,-0.789,0.42415,0.37139,0.65527,-0.04486,0.66725,1.0775,-0.082563,-0.70572,0.89423,0.17224,-0.091981,-0.73413,0.47965,0.48533,-0.41942,0.81439,-0.015785
-0.76732,0.13047,-1.2921,0.42858,-0.86147,-0.23181,1.5299,0.078165,-1.0982,0.9531,0.41632,0.19422,0.035692,-0.32066,0.54193,-0.76853,-0.82174,0.68332,0.17678,1.1471,-0.10808,-0.43485,1.688,0.18491,-0.66896,-0.81856,-0.09022,0.22237,-0.13699,0.32881,0.27344,0.72732,-0.035831,0.69829,-0.7599,-0.9942,0.10031,1.146,1.6805,0.64008,0.42618,-0.56462,-0.71743,0.16548,0.6046,1.3037,-0.22837,0.52328,0.52354,0.18194,1.0313,-0.58149,-0.13496,-1.4832,0.65044,-0.06982,0.28523,-0.67024,-0.078636,0.96058,-0.4526,0.67431,-0.12483,0.41956,0.31583,0.02799,0.71894,-0.37915,0.63665,-0.52495,0.70255,0.047172,-0.72062,-0.26561,-0.52415,-0.6104,0.17751,-1.0676,-0.91842,0.80859,-0.21603,0.61074,-0.28394,0.074532,-0.6832,-0.42135,0.40732,-0.63082,-0.47522,0.36843,-0.98555,-1.6827,-0.46897,-0.030171,-0.15143,0.99344,0.28059,-0.015339,-0.22784,-0.48337
